2024-05-06 20:49:51 CPU Usage: 18.2% | Memory Usage: 27.06% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
a590ec851b1e   calculationservice    0.39%     7.629MiB / 1GiB       0.75%     52.7MB / 65.2MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     76.98%    397MiB / 1GiB         38.77%    69.6GB / 331MB    270kB / 161MB     53
542de0862de7   gmapsadapter          0.29%     58.78MiB / 1GiB       5.74%     34.1MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.10%     21.52MiB / 1GiB       2.10%     17.2MB / 3.4MB    0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.93%    559kB / 647kB     0B / 22.5MB       40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.5MB       40
9d48986e2e38   kibana                2.86%     484.9MiB / 1GiB       47.35%    16MB / 81.1MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.4MiB / 2GiB       36.10%    34.4MB / 2.29MB   0B / 34.6MB       18
8e05f3f7005f   elasticsearch         0.51%     1.451GiB / 2GiB       72.57%    80.9MB / 15.6MB   81.9kB / 49.3MB   88
8c8b2a42cbcb   mongo                 11.93%    104.9MiB / 1GiB       10.25%    285MB / 69.6GB    41kB / 201MB      23
7cac5634af4e   rabbitmq              2.20%     102.3MiB / 512MiB     19.97%    103MB / 101MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.51%     919.6MiB / 1GiB       89.81%    2.15MB / 1.75MB   0B / 14.9MB       63 | Load Average:  1.79, 1.90, 1.79 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.588/1.776/1.905/0.145 Avg:ms Max:
2024-05-06 21:16:31 CPU Usage: 58.8% | Memory Usage: 27.38% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.53%     223.4MiB / 1GiB       21.81%    98.1MB / 127MB    0B / 29.3MB       39
893a597ee7e4   tripmanagementquery   0.74%     299.3MiB / 1GiB       29.23%    58.5MB / 24.7MB   0B / 30.8MB       63
a590ec851b1e   calculationservice    0.31%     7.629MiB / 1GiB       0.75%     52.8MB / 65.2MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     73.73%    396.9MiB / 1GiB       38.76%    69.7GB / 332MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.21%     59.52MiB / 1GiB       5.81%     34.1MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.52MiB / 1GiB       2.10%     17.2MB / 3.4MB    0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.93%    559kB / 647kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.59%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.5MB       40
9d48986e2e38   kibana                2.99%     484.9MiB / 1GiB       47.35%    16MB / 81.2MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.19%     739.4MiB / 2GiB       36.10%    34.4MB / 2.3MB    0B / 34.6MB       18
8e05f3f7005f   elasticsearch         0.86%     1.451GiB / 2GiB       72.57%    81MB / 15.7MB     81.9kB / 49.3MB   89
8c8b2a42cbcb   mongo                 9.53%     104.6MiB / 1GiB       10.21%    286MB / 69.7GB    41kB / 201MB      23
7cac5634af4e   rabbitmq              63.04%    102.4MiB / 512MiB     20.01%    103MB / 101MB     0B / 3.34MB       41
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.56%     919.6MiB / 1GiB       89.81%    2.15MB / 1.75MB   0B / 14.9MB       63 | Load Average:  1.75, 1.88, 1.79 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.674/1.892/2.111/0.140 Avg:ms Max:
2024-05-06 21:16:39 CPU Usage: 57.1% | Memory Usage: 27.37% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.62%     223.4MiB / 1GiB       21.81%    98.1MB / 127MB    0B / 29.3MB       39
893a597ee7e4   tripmanagementquery   0.73%     299.3MiB / 1GiB       29.23%    58.5MB / 24.7MB   0B / 30.8MB       63
a590ec851b1e   calculationservice    0.30%     7.629MiB / 1GiB       0.75%     52.8MB / 65.3MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     76.57%    396.9MiB / 1GiB       38.76%    69.9GB / 333MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.24%     60.18MiB / 1GiB       5.88%     34.2MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.52MiB / 1GiB       2.10%     17.2MB / 3.4MB    0B / 0B           6
9bc901cb6181   userservice           0.10%     1.519GiB / 2GiB       75.93%    559kB / 648kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.53%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                3.07%     484.9MiB / 1GiB       47.35%    16MB / 81.2MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.22%     739.4MiB / 2GiB       36.10%    34.4MB / 2.3MB    0B / 34.6MB       18
8e05f3f7005f   elasticsearch         0.34%     1.451GiB / 2GiB       72.57%    81MB / 15.7MB     81.9kB / 49.3MB   89
8c8b2a42cbcb   mongo                 10.31%    104.8MiB / 1GiB       10.23%    286MB / 69.9GB    41kB / 202MB      23
7cac5634af4e   rabbitmq              2.21%     102.8MiB / 512MiB     20.07%    103MB / 101MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.65%     919.4MiB / 1GiB       89.79%    2.15MB / 1.75MB   0B / 14.9MB       63 | Load Average:  1.69, 1.87, 1.78 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.573/1.703/1.831/0.100 Avg:ms Max:
2024-05-06 21:16:47 CPU Usage: 54.5% | Memory Usage: 27.38% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.55%     223.4MiB / 1GiB       21.81%    98.1MB / 127MB    0B / 29.3MB       39
893a597ee7e4   tripmanagementquery   0.69%     299.3MiB / 1GiB       29.23%    58.6MB / 24.7MB   0B / 30.9MB       63
a590ec851b1e   calculationservice    0.33%     7.617MiB / 1GiB       0.74%     52.8MB / 65.3MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     80.45%    397MiB / 1GiB         38.77%    70.1GB / 333MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.22%     60.95MiB / 1GiB       5.95%     34.2MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.52MiB / 1GiB       2.10%     17.2MB / 3.4MB    0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.93%    559kB / 648kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.36%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                4.01%     484.9MiB / 1GiB       47.35%    16MB / 81.3MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.4MiB / 2GiB       36.10%    34.5MB / 2.31MB   0B / 34.6MB       18
8e05f3f7005f   elasticsearch         0.45%     1.451GiB / 2GiB       72.57%    81.1MB / 15.7MB   81.9kB / 49.3MB   89
8c8b2a42cbcb   mongo                 9.95%     104.9MiB / 1GiB       10.25%    287MB / 70GB      41kB / 202MB      23
7cac5634af4e   rabbitmq              1.44%     102.8MiB / 512MiB     20.07%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.95%     919.4MiB / 1GiB       89.79%    2.15MB / 1.76MB   0B / 14.9MB       63 | Load Average:  1.98, 1.92, 1.80 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.524/1.925/2.327/0.271 Avg:ms Max:
2024-05-06 21:16:55 CPU Usage: 56.2% | Memory Usage: 27.38% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.59%     223.4MiB / 1GiB       21.81%    98.2MB / 127MB    0B / 29.3MB       39
893a597ee7e4   tripmanagementquery   0.75%     299.3MiB / 1GiB       29.23%    58.6MB / 24.7MB   0B / 30.9MB       63
a590ec851b1e   calculationservice    0.44%     7.629MiB / 1GiB       0.75%     52.9MB / 65.4MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     67.05%    397.1MiB / 1GiB       38.78%    70.2GB / 334MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.25%     61.66MiB / 1GiB       6.02%     34.2MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.52MiB / 1GiB       2.10%     17.2MB / 3.41MB   0B / 0B           6
9bc901cb6181   userservice           0.08%     1.519GiB / 2GiB       75.93%    559kB / 648kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.70%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                49.32%    484.9MiB / 1GiB       47.35%    16MB / 81.4MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.19%     739.4MiB / 2GiB       36.10%    34.5MB / 2.31MB   0B / 34.7MB       18
8e05f3f7005f   elasticsearch         0.73%     1.451GiB / 2GiB       72.57%    81.1MB / 15.7MB   81.9kB / 49.3MB   89
8c8b2a42cbcb   mongo                 11.37%    104.9MiB / 1GiB       10.25%    287MB / 70.2GB    41kB / 202MB      23
7cac5634af4e   rabbitmq              2.26%     102.9MiB / 512MiB     20.10%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.46%     919.4MiB / 1GiB       89.79%    2.15MB / 1.76MB   0B / 14.9MB       63 | Load Average:  1.90, 1.91, 1.80 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.726/1.866/1.974/0.083 Avg:ms Max:
2024-05-06 21:17:02 CPU Usage: 58.8% | Memory Usage: 27.38% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.93%     223.4MiB / 1GiB       21.81%    98.2MB / 127MB    0B / 29.4MB       39
893a597ee7e4   tripmanagementquery   0.82%     299.3MiB / 1GiB       29.23%    58.6MB / 24.8MB   0B / 30.9MB       63
a590ec851b1e   calculationservice    0.34%     7.629MiB / 1GiB       0.75%     52.9MB / 65.4MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     75.65%    397.1MiB / 1GiB       38.78%    70.4GB / 334MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.24%     62.41MiB / 1GiB       6.10%     34.2MB / 24.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.10%     21.52MiB / 1GiB       2.10%     17.2MB / 3.41MB   0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.93%    559kB / 648kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.50%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                3.99%     484.9MiB / 1GiB       47.35%    16MB / 81.4MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.21%     739.4MiB / 2GiB       36.10%    34.6MB / 2.31MB   0B / 34.7MB       18
8e05f3f7005f   elasticsearch         1.23%     1.452GiB / 2GiB       72.58%    81.2MB / 15.7MB   81.9kB / 49.4MB   89
8c8b2a42cbcb   mongo                 10.59%    104.9MiB / 1GiB       10.25%    288MB / 70.3GB    41kB / 202MB      23
7cac5634af4e   rabbitmq              2.62%     104.2MiB / 512MiB     20.35%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.78%     919.4MiB / 1GiB       89.79%    2.15MB / 1.76MB   0B / 14.9MB       63 | Load Average:  1.77, 1.88, 1.79 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.807/1.946/2.221/0.162 Avg:ms Max:
2024-05-06 21:17:10 CPU Usage: 55.9% | Memory Usage: 27.39% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.50%     223.4MiB / 1GiB       21.81%    98.2MB / 127MB    0B / 29.4MB       39
893a597ee7e4   tripmanagementquery   0.82%     299.3MiB / 1GiB       29.23%    58.7MB / 24.8MB   0B / 30.9MB       63
a590ec851b1e   calculationservice    0.23%     7.613MiB / 1GiB       0.74%     53MB / 65.5MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     75.80%    397.1MiB / 1GiB       38.78%    70.5GB / 335MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.16%     63.02MiB / 1GiB       6.15%     34.2MB / 24.9MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.11%     21.52MiB / 1GiB       2.10%     17.3MB / 3.41MB   0B / 0B           6
9bc901cb6181   userservice           0.10%     1.519GiB / 2GiB       75.93%    560kB / 649kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.40%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                3.16%     484.9MiB / 1GiB       47.35%    16MB / 81.5MB     0B / 8.19kB       12
169fc0d27e17   monitor               3.18%     739.4MiB / 2GiB       36.10%    34.6MB / 2.32MB   0B / 34.7MB       18
8e05f3f7005f   elasticsearch         1.95%     1.452GiB / 2GiB       72.58%    81.3MB / 15.7MB   81.9kB / 49.5MB   89
8c8b2a42cbcb   mongo                 9.17%     104.8MiB / 1GiB       10.23%    288MB / 70.5GB    41kB / 202MB      23
7cac5634af4e   rabbitmq              2.30%     104.2MiB / 512MiB     20.36%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.56%     919.4MiB / 1GiB       89.79%    2.15MB / 1.76MB   0B / 15MB         63 | Load Average:  1.65, 1.85, 1.78 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.491/1.794/2.048/0.185 Avg:ms Max:
2024-05-06 21:17:18 CPU Usage: 59.4% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.53%     223.4MiB / 1GiB       21.81%    98.3MB / 127MB    0B / 29.4MB       39
893a597ee7e4   tripmanagementquery   0.77%     299.3MiB / 1GiB       29.23%    58.7MB / 24.8MB   0B / 30.9MB       63
a590ec851b1e   calculationservice    0.31%     7.613MiB / 1GiB       0.74%     53MB / 65.5MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     79.54%    397.1MiB / 1GiB       38.78%    70.7GB / 335MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.22%     63.9MiB / 1GiB        6.24%     34.2MB / 24.9MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.07%     21.52MiB / 1GiB       2.10%     17.3MB / 3.41MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.93%    560kB / 649kB     0B / 22.6MB       40
4b76beba0bca   logstash              0.37%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                3.30%     484.9MiB / 1GiB       47.35%    16MB / 81.5MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.19%     739.4MiB / 2GiB       36.10%    34.7MB / 2.32MB   0B / 34.8MB       18
8e05f3f7005f   elasticsearch         0.97%     1.452GiB / 2GiB       72.58%    81.3MB / 15.7MB   81.9kB / 49.6MB   89
8c8b2a42cbcb   mongo                 9.54%     104.9MiB / 1GiB       10.25%    289MB / 70.7GB    41kB / 203MB      23
7cac5634af4e   rabbitmq              1.70%     104.3MiB / 512MiB     20.37%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      1.30%     919.4MiB / 1GiB       89.79%    2.16MB / 1.76MB   0B / 15MB         63 | Load Average:  1.76, 1.87, 1.79 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.533/1.973/2.346/0.314 Avg:ms Max:
2024-05-06 21:17:26 CPU Usage: 66.7% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.56%     223.4MiB / 1GiB       21.81%    98.3MB / 127MB    0B / 29.5MB       39
893a597ee7e4   tripmanagementquery   0.81%     299.3MiB / 1GiB       29.23%    58.7MB / 24.8MB   0B / 31MB         63
a590ec851b1e   calculationservice    0.33%     7.625MiB / 1GiB       0.74%     53MB / 65.6MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     72.29%    397.2MiB / 1GiB       38.79%    70.8GB / 336MB    270kB / 162MB     53
542de0862de7   gmapsadapter          0.25%     64.66MiB / 1GiB       6.31%     34.2MB / 24.9MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.52MiB / 1GiB       2.10%     17.3MB / 3.41MB   0B / 0B           6
9bc901cb6181   userservice           0.15%     1.519GiB / 2GiB       75.93%    560kB / 649kB     0B / 22.7MB       40
4b76beba0bca   logstash              0.60%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 17.6MB       40
9d48986e2e38   kibana                3.08%     484.9MiB / 1GiB       47.35%    16MB / 81.6MB     0B / 8.19kB       12
169fc0d27e17   monitor               2.94%     739.4MiB / 2GiB       36.10%    34.7MB / 2.32MB   0B / 34.8MB       18
8e05f3f7005f   elasticsearch         0.35%     1.452GiB / 2GiB       72.58%    81.3MB / 15.7MB   81.9kB / 49.6MB   89
8c8b2a42cbcb   mongo                 11.44%    104.8MiB / 1GiB       10.24%    289MB / 70.8GB    41kB / 203MB      23
7cac5634af4e   rabbitmq              27.12%    104.3MiB / 512MiB     20.37%    103MB / 102MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.49%     919.4MiB / 1GiB       89.79%    2.16MB / 1.76MB   0B / 15MB         63 | Load Average:  1.71, 1.85, 1.78 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.429/1.579/1.849/0.144 Avg:ms Max:
